condition,outcome,train_mse,n_fit_rows,raw_mean,calibrated_mean
Measurement & modeling (2),policy_general,0.0914263568060841,1921,75.674128058303,75.674128058303
Measurement & modeling (2),policy_specific_mean,0.114540177063978,1921,72.4951290250614,72.4951290250613
Measurement & modeling (2),behavior_mean,0.301272409249571,1921,41.2357452715599,41.2357452715599
Measurement & modeling (2),donation_ams,0.651548362109114,1921,2.69338885996877,2.69338885996877
Measurement & modeling (2),newsletter_signup,0.0121312491684047,1921,0.0124934929724102,0.0124934929724102
Peer-review,trust_multidimensional,0.291660599181791,1921,79.9824744056915,79.9824744056915
Peer-review,trust_post,0.318649590566749,1921,79.2800624674649,79.2800624674649
Peer-review,distrust_post,0.315331939851871,1921,21.793336803748,21.793336803748
Peer-review,funding_perceptions,0.670755435116578,1921,42.0983862571577,42.0983862571577
Peer-review,policy_role_mean,0.151922318066688,1921,76.2874804789172,76.2874804789172
Peer-review,inst_trust_mean,0.212835496289199,1921,70.560437272254,70.560437272254
Peer-review,belief_post,0.326122523988626,1921,89.076522644456,89.076522644456
Peer-review,concern_mean,0.161314859441353,1921,73.7185493666493,73.7185493666493
Peer-review,policy_general,0.0999321512963327,1921,75.8823529411765,75.8823529411765
Peer-review,policy_specific_mean,0.116903425935447,1921,72.7467836692199,72.7467836692199
Peer-review,behavior_mean,0.31548149634417,1921,41.4075655040777,41.4075655040777
Peer-review,donation_ams,0.648778128076575,1921,2.78188443519001,2.78188443519
Peer-review,newsletter_signup,0.0203674086335041,1921,0.0213430504945341,0.0213430504945341
Scientist community helpers,trust_multidimensional,0.239179835599308,1921,80.6795505812945,80.6795505812945
Scientist community helpers,trust_post,0.278132937429914,1921,79.1936491410724,79.1936491410723
Scientist community helpers,distrust_post,0.287268327147424,1921,21.8021863612702,21.8021863612702
Scientist community helpers,funding_perceptions,0.654351790902798,1921,41.3014055179594,41.3014055179594
Scientist community helpers,policy_role_mean,0.140521838435352,1921,77.3209266007288,77.3209266007288
Scientist community helpers,inst_trust_mean,0.20044915040582,1921,69.5709526288391,69.5709526288391
Scientist community helpers,belief_post,0.285081388923008,1921,89.379489849037,89.379489849037
Scientist community helpers,concern_mean,0.145524601498281,1921,74.1192087454451,74.1192087454451
Scientist community helpers,policy_general,0.0914502527953127,1921,76.2165538781884,76.2165538781884
Scientist community helpers,policy_specific_mean,0.113319638506394,1921,72.545846657247,72.545846657247
Scientist community helpers,behavior_mean,0.287837913802347,1921,41.3512059691133,41.3512059691133
Scientist community helpers,donation_ams,0.656347138909536,1921,2.85163977095263,2.85163977095263
Scientist community helpers,newsletter_signup,0.0150152639125438,1921,0.0156168662155128,0.0156168662155128
Consensus,trust_multidimensional,0.275526558924943,1921,79.9110272427555,79.9110272427555
Consensus,trust_post,0.269409512129421,1921,77.1327433628319,77.1327433628318
Consensus,distrust_post,0.28459588904527,1921,22.7834461218116,22.7834461218116
Consensus,funding_perceptions,0.657367019817165,1921,42.2097865694951,42.2097865694951
Consensus,policy_role_mean,0.148264110588788,1921,77.1625455491931,77.1625455491931
Consensus,inst_trust_mean,0.197684187906739,1921,70.5190005205622,70.5190005205622
Consensus,belief_post,0.351199026592848,1921,90.8037480478917,90.8037480478917
Consensus,concern_mean,0.151673925467091,1921,73.1559951414194,73.1559951414194
Consensus,policy_general,0.0966009012762029,1921,76.0879750130141,76.0879750130141
Consensus,policy_specific_mean,0.110945293248264,1921,72.7115341711906,72.7115341711906
Consensus,behavior_mean,0.318129145248744,1921,40.7215859795245,40.7215859795245
Consensus,donation_ams,0.659071642903506,1921,2.75169182717335,2.75169182717335
Consensus,newsletter_signup,0.0101642207171167,1921,0.0104112441436752,0.0104112441436752
Portrait Prof. Cherry,trust_multidimensional,0.263235505468034,1921,79.2198073919833,79.2198073919833
Portrait Prof. Cherry,trust_post,0.262494879540534,1921,77.2342529932327,77.2342529932327
Portrait Prof. Cherry,distrust_post,0.272598749326429,1921,22.9703279541905,22.9703279541905
Portrait Prof. Cherry,funding_perceptions,0.66009249387298,1921,41.9526288391463,41.9526288391463
Portrait Prof. Cherry,policy_role_mean,0.15390672520368,1921,77.3217074440396,77.3217074440396
Portrait Prof. Cherry,inst_trust_mean,0.20408154441691,1921,69.6625715773035,69.6625715773035
Portrait Prof. Cherry,belief_post,0.344882607678592,1921,88.8656949505466,88.8656949505466
Portrait Prof. Cherry,concern_mean,0.146333335685493,1921,73.4365781710914,73.4365781710914
Portrait Prof. Cherry,policy_general,0.0937049801011409,1921,75.9245184799584,75.9245184799584
Portrait Prof. Cherry,policy_specific_mean,0.112053906048448,1921,72.3481073845467,72.3481073845467
Portrait Prof. Cherry,behavior_mean,0.305542224351813,1921,41.0496789866389,41.0496789866389
Portrait Prof. Cherry,donation_ams,0.629758078278607,1921,2.66788131181676,2.66788131181676
Portrait Prof. Cherry,newsletter_signup,0.0179608245151967,1921,0.0187402394586153,0.0187402394586153
Model accuracy,trust_multidimensional,0.283605954451882,1921,80.4123720284574,80.4123720284574
Model accuracy,trust_post,0.335007962270374,1921,79.9536699635606,79.9536699635606
Model accuracy,distrust_post,0.320803685372057,1921,21.1478396668402,21.1478396668402
Model accuracy,funding_perceptions,0.585289597850887,1921,41.4081207704321,41.4081207704321
Model accuracy,policy_role_mean,0.149190881692403,1921,77.2934669442998,77.2934669442998
Model accuracy,inst_trust_mean,0.21486944540714,1921,70.8832899531494,70.8832899531494
Model accuracy,belief_post,0.359236530362499,1921,91.2660072878709,91.2660072878709
Model accuracy,concern_mean,0.151924511820181,1921,74.6251952108277,74.6251952108277
Model accuracy,policy_general,0.0994445789931372,1921,77.0890161374284,77.0890161374284
Model accuracy,policy_specific_mean,0.109616524853078,1921,73.2197516174611,73.2197516174611
Model accuracy,behavior_mean,0.310798264451494,1921,41.5518132916884,41.5518132916884
Model accuracy,donation_ams,0.651476097631283,1921,2.78500780843311,2.78500780843311
Model accuracy,newsletter_signup,0.013212618128367,1921,0.0135346173867777,0.0135346173867777
Interview Prof. Sebille,trust_multidimensional,0.264425292560087,1921,80.4206576435884,80.4206576435884
Interview Prof. Sebille,trust_post,0.266835198376898,1921,77.2332118688183,77.2332118688183
Interview Prof. Sebille,distrust_post,0.286522186973617,1921,22.6668401874024,22.6668401874024
Interview Prof. Sebille,funding_perceptions,0.689302426410983,1921,42.0432066631963,42.0432066631963
Interview Prof. Sebille,policy_role_mean,0.148542132671091,1921,77.1737376366476,77.1737376366476
Interview Prof. Sebille,inst_trust_mean,0.213782279072948,1921,69.8511192087454,69.8511192087454
Interview Prof. Sebille,belief_post,0.329917966448367,1921,89.0895366996356,89.0895366996356
Interview Prof. Sebille,concern_mean,0.151894328480454,1921,74.4089883741107,74.4089883741107
Interview Prof. Sebille,policy_general,0.100542133132844,1921,76.5653305570016,76.5653305570016
Interview Prof. Sebille,policy_specific_mean,0.116372072277992,1921,73.1106566520413,73.1106566520413
Interview Prof. Sebille,behavior_mean,0.30826405170396,1921,41.5806524379663,41.5806524379663
Interview Prof. Sebille,donation_ams,0.662270728469189,1921,2.76262363352421,2.76262363352421
Interview Prof. Sebille,newsletter_signup,0.0117002096079822,1921,0.0119729307652264,0.0119729307652264
Extreme weather predictions,trust_multidimensional,0.243857685998183,1921,78.5437706055874,78.5437706055874
Extreme weather predictions,trust_post,0.233260525426713,1921,74.9619989588756,74.9619989588756
Extreme weather predictions,distrust_post,0.24642564883145,1921,24.1686621551275,24.1686621551275
Extreme weather predictions,funding_perceptions,0.662081176778731,1921,41.7808433107756,41.7808433107756
Extreme weather predictions,policy_role_mean,0.148437476464958,1921,76.1022904737116,76.1022904737116
Extreme weather predictions,inst_trust_mean,0.198314295739724,1921,68.6945340968246,68.6945340968246
Extreme weather predictions,belief_post,0.276338194566629,1921,86.3742842269651,86.3742842269651
Extreme weather predictions,concern_mean,0.167202262180413,1921,75.1016831511366,75.1016831511366
Extreme weather predictions,policy_general,0.10628959578636,1921,76.1972930765226,76.1972930765226
Extreme weather predictions,policy_specific_mean,0.112460945830018,1921,72.1101360898342,72.1101360898342
Extreme weather predictions,behavior_mean,0.297517497325792,1921,40.7566371681416,40.7566371681416
Extreme weather predictions,donation_ams,0.668447355408463,1921,2.74284226965122,2.74284226965122
Extreme weather predictions,newsletter_signup,0.0211834035660099,1921,0.0223841749089016,0.0223841749089016
